loan_id,name,phone_number,age,income,credit_score,education,loan_amount,loan_status
LID100835,User835,9234094608,58,53243,500,Not Graduate,441065,Approved
LID100836,User836,9967161697,55,172872,479,Not Graduate,53435,Approved
LID100837,User837,9511348387,35,95939,663,Not Graduate,937937,Rejected
LID100838,User838,9437623837,45,77828,778,Graduate,889763,Approved
LID100839,User839,9450699447,57,158311,864,Not Graduate,210014,Rejected
LID100840,User840,9425436811,48,26710,770,Not Graduate,764995,Rejected
LID100841,User841,9764462758,30,172456,683,Not Graduate,472275,Rejected
LID100842,User842,9449856980,59,172110,716,Not Graduate,762917,Rejected
LID100843,User843,9316020588,37,191918,607,Not Graduate,425601,Rejected
LID100844,User844,9978723525,59,57991,666,Graduate,888821,Rejected
LID100845,User845,9195199793,42,158043,300,Not Graduate,889446,Approved
LID100846,User846,9695136717,46,180211,343,Not Graduate,476042,Approved
LID100847,User847,9228494987,64,105445,397,Graduate,342441,Rejected
LID100848,User848,9506597217,45,100257,564,Not Graduate,618178,Rejected
LID100849,User849,9259119357,37,57711,439,Not Graduate,333466,Approved
LID100850,User850,9476809966,33,26530,780,Not Graduate,610027,Approved
LID100851,User851,9775303654,40,31116,536,Not Graduate,452935,Approved
LID100852,User852,9213895403,45,85794,371,Not Graduate,653841,Approved
LID100853,User853,9115732058,24,151354,489,Graduate,58314,Rejected
LID100854,User854,9111290674,30,152970,567,Graduate,668119,Rejected
LID100855,User855,9688780950,23,24135,620,Graduate,911596,Approved
LID100856,User856,9210670586,61,157701,406,Not Graduate,419802,Approved
LID100857,User857,9721152002,38,129472,531,Graduate,913460,Approved
LID100858,User858,9265932559,56,145147,341,Not Graduate,872545,Rejected
LID100859,User859,9969740903,42,109087,438,Not Graduate,691462,Approved
LID100860,User860,9416663289,54,53380,572,Not Graduate,196429,Approved
LID100861,User861,9390736518,28,149951,780,Graduate,279937,Approved
LID100862,User862,9673831663,60,37071,715,Graduate,594653,Approved
LID100863,User863,9832481704,64,40074,805,Graduate,351173,Approved
LID100864,User864,9433708469,39,87843,723,Not Graduate,313881,Approved
LID100865,User865,9833497763,62,59901,706,Graduate,443186,Approved
LID100866,User866,9854385550,61,31205,867,Not Graduate,779992,Approved
LID100867,User867,9735037257,57,144661,689,Graduate,659762,Approved
LID100868,User868,9144782892,26,25906,641,Graduate,390362,Rejected
LID100869,User869,9717633674,46,153663,792,Not Graduate,829966,Rejected
LID100870,User870,9470107795,54,145576,491,Not Graduate,208571,Rejected
LID100871,User871,9256147413,26,82987,798,Graduate,815387,Rejected
LID100872,User872,9266772961,57,100685,532,Graduate,291474,Approved
LID100873,User873,9740248432,53,130454,526,Graduate,178692,Approved
LID100874,User874,9616618383,42,125487,670,Not Graduate,812790,Approved
LID100875,User875,9374939650,41,74400,438,Not Graduate,751517,Rejected
LID100876,User876,9577008123,26,176222,448,Graduate,440555,Rejected
LID100877,User877,9254100699,26,51852,414,Graduate,222106,Approved
LID100878,User878,9946716304,24,193942,749,Not Graduate,50294,Approved
LID100879,User879,9798831449,50,72756,362,Graduate,861028,Approved
LID100880,User880,9313789807,31,135357,403,Not Graduate,148185,Rejected
LID100881,User881,9151489197,50,139052,572,Not Graduate,847866,Approved
LID100882,User882,9335674782,51,76481,305,Not Graduate,108382,Approved
LID100883,User883,9218384554,44,21283,446,Not Graduate,350242,Approved
LID100884,User884,9792121812,29,53691,483,Not Graduate,578943,Approved
LID100885,User885,9239499819,23,152197,327,Not Graduate,657317,Rejected
LID100886,User886,9341146141,51,46170,849,Graduate,358372,Approved
LID100887,User887,9144247698,60,28438,418,Not Graduate,53771,Rejected
LID100888,User888,9608102945,57,40095,592,Not Graduate,386243,Approved
LID100889,User889,9782154953,56,167226,670,Graduate,695099,Rejected
LID100890,User890,9995444739,44,159076,543,Not Graduate,898689,Rejected
LID100891,User891,9689913831,51,29752,879,Graduate,853990,Approved
LID100892,User892,9533910557,26,75426,517,Not Graduate,370580,Approved
LID100893,User893,9333964442,22,46819,476,Graduate,157779,Rejected
LID100894,User894,9222116386,40,112051,598,Graduate,699179,Approved
LID100895,User895,9388150938,48,175289,357,Not Graduate,829085,Rejected
LID100896,User896,9363842449,31,52994,568,Not Graduate,535319,Rejected
LID100897,User897,9289652452,24,166108,607,Not Graduate,828760,Rejected
LID100898,User898,9134767601,35,117756,869,Not Graduate,606664,Approved
LID100899,User899,9150587172,26,160659,587,Graduate,530674,Approved
LID100900,User900,9213610216,50,115665,404,Graduate,127924,Approved
LID100901,User901,9481531547,58,151717,527,Graduate,603620,Approved
LID100902,User902,9523105561,22,182002,546,Not Graduate,443145,Rejected
LID100903,User903,9731440618,35,101835,793,Graduate,621025,Rejected
LID100904,User904,9374919451,31,142232,382,Not Graduate,443056,Approved
LID100905,User905,9722301440,28,181162,485,Not Graduate,139031,Rejected
LID100906,User906,9127812112,46,177547,551,Graduate,517186,Approved
LID100907,User907,9617921377,64,169960,654,Not Graduate,233024,Approved
LID100908,User908,9147116799,25,63732,509,Graduate,333135,Rejected
LID100909,User909,9362868606,26,66305,746,Not Graduate,77472,Rejected
LID100910,User910,9311453128,46,197109,759,Graduate,109946,Approved
LID100911,User911,9445906621,24,29346,771,Not Graduate,548782,Rejected
LID100912,User912,9357448622,39,20587,669,Graduate,994353,Approved
LID100913,User913,9843441322,40,32763,791,Graduate,313685,Approved
LID100914,User914,9400997915,53,89615,436,Not Graduate,703525,Approved
LID100915,User915,9472159213,40,187188,666,Not Graduate,52765,Rejected
LID100916,User916,9115407086,32,140987,483,Graduate,355218,Approved
LID100917,User917,9921288538,21,111353,887,Not Graduate,414939,Approved
LID100918,User918,9520023241,46,115648,586,Not Graduate,734643,Approved
LID100919,User919,9475636945,34,45556,771,Not Graduate,675675,Rejected
LID100920,User920,9723045802,58,79042,674,Graduate,825404,Approved
LID100921,User921,9894613328,57,38099,836,Graduate,543377,Approved
LID100922,User922,9896696324,31,129089,810,Not Graduate,968273,Approved
LID100923,User923,9709409991,56,196168,878,Not Graduate,723166,Approved
LID100924,User924,9914052693,33,164302,549,Graduate,839404,Rejected
LID100925,User925,9434411598,63,180081,809,Not Graduate,723616,Approved
LID100926,User926,9177836775,23,53866,372,Graduate,416047,Rejected
LID100927,User927,9711958048,53,125400,581,Not Graduate,568790,Approved
LID100928,User928,9110229017,26,104246,659,Not Graduate,199725,Rejected
LID100929,User929,9791794812,30,96975,309,Not Graduate,677867,Approved
LID100930,User930,9356674906,25,192927,510,Graduate,529885,Approved
LID100931,User931,9668372551,43,101557,451,Graduate,89339,Approved
LID100932,User932,9178639054,30,157488,304,Graduate,468973,Rejected
LID100933,User933,9555566886,64,92516,494,Graduate,939808,Rejected
LID100934,User934,9615111146,22,169130,582,Not Graduate,354543,Approved
LID100935,User935,9955639260,33,191790,763,Not Graduate,880445,Rejected
LID100936,User936,9690374991,60,52602,412,Graduate,457922,Approved
LID100937,User937,9842835639,22,178588,570,Not Graduate,602197,Approved
LID100938,User938,9700754093,40,149295,462,Not Graduate,568993,Approved
LID100939,User939,9889599518,21,107969,759,Graduate,762932,Approved
LID100940,User940,9645313349,57,152161,404,Not Graduate,529095,Rejected
LID100941,User941,9513195114,29,188418,855,Not Graduate,207541,Approved
LID100942,User942,9446726115,37,161559,581,Graduate,182385,Approved
LID100943,User943,9194942815,29,20155,461,Not Graduate,451063,Approved
LID100944,User944,9611805505,31,143950,650,Not Graduate,191002,Approved
LID100945,User945,9883450348,35,87494,733,Not Graduate,53285,Approved
LID100946,User946,9896818098,44,96229,439,Graduate,435781,Approved
LID100947,User947,9793012763,58,124648,770,Graduate,610151,Approved
LID100948,User948,9684697611,55,58547,431,Not Graduate,197776,Approved
LID100949,User949,9906206501,50,48795,386,Not Graduate,986209,Approved
LID100950,User950,9244094828,51,41447,482,Not Graduate,705915,Approved
LID100951,User951,9101753240,25,187670,667,Graduate,595611,Approved
LID100952,User952,9604865675,64,192886,428,Graduate,383112,Approved
LID100953,User953,9659479308,34,107960,545,Graduate,103915,Approved
LID100954,User954,9489271593,31,83278,877,Not Graduate,421687,Approved
LID100955,User955,9956252730,29,75077,677,Not Graduate,715979,Approved
LID100956,User956,9280173708,54,132782,448,Not Graduate,253462,Approved
LID100957,User957,9280982116,32,122932,732,Not Graduate,834278,Approved
LID100958,User958,9503393787,55,160600,768,Not Graduate,944932,Approved
LID100959,User959,9997059796,55,129869,745,Graduate,557553,Approved
LID100960,User960,9623502065,21,159251,780,Not Graduate,516389,Rejected
LID100961,User961,9629445995,60,68781,593,Not Graduate,988729,Approved
LID100962,User962,9124184368,42,175024,442,Not Graduate,423410,Approved
LID100963,User963,9599222131,49,73798,549,Graduate,863171,Rejected
LID100964,User964,9141286694,28,118696,601,Not Graduate,490924,Approved
LID100965,User965,9330551819,31,70939,324,Graduate,702329,Rejected
LID100966,User966,9729592713,61,49516,369,Graduate,103019,Approved
LID100967,User967,9113378137,57,161521,411,Graduate,257226,Rejected
LID100968,User968,9757488678,34,70290,663,Graduate,283169,Approved
LID100969,User969,9778749411,50,146688,602,Graduate,581661,Approved
LID100970,User970,9557906715,55,106661,770,Not Graduate,740641,Rejected
LID100971,User971,9154223017,41,92954,390,Not Graduate,594475,Approved
LID100972,User972,9984730146,57,42746,829,Graduate,904295,Approved
LID100973,User973,9531866413,25,87990,491,Graduate,672215,Rejected
LID100974,User974,9921383357,39,78810,851,Graduate,812473,Approved
LID100975,User975,9378178987,34,138362,541,Not Graduate,396229,Approved
LID100976,User976,9541184371,46,166295,437,Not Graduate,167996,Approved
LID100977,User977,9656597285,24,153669,644,Graduate,613508,Approved
LID100978,User978,9354413831,45,22659,479,Not Graduate,442647,Rejected
LID100979,User979,9781707587,62,106516,802,Not Graduate,565971,Rejected
LID100980,User980,9346680486,45,94567,502,Graduate,581930,Approved
LID100981,User981,9910133842,38,35037,872,Graduate,129971,Approved
LID100982,User982,9686015432,60,146498,491,Not Graduate,629844,Approved
LID100983,User983,9688660709,28,197810,304,Not Graduate,476976,Approved
LID100984,User984,9428722031,59,32109,536,Not Graduate,874624,Rejected
LID100985,User985,9382245586,60,42010,610,Graduate,567473,Approved
LID100986,User986,9524676591,34,28787,848,Graduate,447597,Approved
LID100987,User987,9811306617,52,159544,355,Graduate,801943,Rejected
LID100988,User988,9701335723,58,174455,742,Not Graduate,462774,Rejected
LID100989,User989,9958372221,53,81709,536,Not Graduate,342926,Approved
LID100990,User990,9371566131,43,54518,496,Graduate,316926,Approved
LID100991,User991,9669234948,35,73909,884,Not Graduate,796777,Approved
LID100992,User992,9721244213,53,38351,870,Graduate,235784,Rejected
LID100993,User993,9845912885,45,35282,813,Not Graduate,286836,Approved
LID100994,User994,9717008958,37,172850,748,Graduate,538161,Approved
LID100995,User995,9670110069,53,175336,659,Not Graduate,200534,Approved
LID100996,User996,9656345126,22,25075,329,Not Graduate,896462,Approved
LID100997,User997,9490454505,34,199526,407,Graduate,773879,Approved
LID100998,User998,9862395907,60,48365,744,Graduate,892843,Rejected
LID100999,User999,9853101889,60,199272,737,Graduate,236278,Rejected
LID101000,User1000,9139686469,59,31002,756,Graduate,147469,Rejected
LID101001,User1001,9240175576,26,33947,794,Graduate,621238,Approved
LID101002,User1002,9664802611,26,114840,546,Not Graduate,445739,Rejected
LID101003,User1003,9241060755,23,136219,842,Graduate,504142,Rejected
LID101004,User1004,9160752814,27,98610,863,Graduate,190749,Approved
LID101005,User1005,9707386571,28,72142,887,Graduate,781188,Approved
LID101006,User1006,9268487147,62,76307,738,Graduate,196161,Approved
LID101007,User1007,9828138640,35,155565,577,Graduate,447797,Rejected
LID101008,User1008,9401907785,49,70085,851,Not Graduate,455123,Approved
LID101009,User1009,9305933087,53,54228,410,Graduate,448825,Rejected
LID101010,User1010,9374118433,50,182727,684,Graduate,756513,Approved
LID101011,User1011,9923801399,59,63472,490,Graduate,886971,Rejected
LID101012,User1012,9961360230,47,69437,789,Not Graduate,487359,Approved
LID101013,User1013,9882158022,56,79711,725,Not Graduate,72936,Rejected
LID101014,User1014,9621996494,49,157888,704,Graduate,886614,Approved
LID101015,User1015,9732070838,58,97175,634,Graduate,551477,Rejected
LID101016,User1016,9194507391,53,84307,508,Not Graduate,947691,Approved
LID101017,User1017,9290158145,57,66733,321,Not Graduate,280596,Approved
LID101018,User1018,9641594968,47,148202,507,Not Graduate,669330,Approved
LID101019,User1019,9574176503,53,115028,307,Graduate,849595,Approved
LID101020,User1020,9561566976,24,162312,828,Graduate,832046,Approved
LID101021,User1021,9684042028,42,112493,465,Not Graduate,227129,Approved
LID101022,User1022,9486348948,22,145149,795,Graduate,717897,Rejected
LID101023,User1023,9806234031,30,183834,889,Not Graduate,596707,Approved
LID101024,User1024,9401309245,25,28259,728,Not Graduate,780351,Approved
LID101025,User1025,9322247042,30,148775,462,Not Graduate,695499,Approved
LID101026,User1026,9496733858,53,34849,665,Graduate,434906,Approved
LID101027,User1027,9349039136,58,101768,825,Not Graduate,255671,Rejected
LID101028,User1028,9613677891,33,126108,538,Not Graduate,575122,Approved
LID101029,User1029,9985920601,51,109709,371,Graduate,344358,Rejected
LID101030,User1030,9130380684,56,74869,744,Not Graduate,798294,Approved
LID101031,User1031,9148601928,44,146888,808,Graduate,304870,Approved
LID101032,User1032,9962735033,35,83095,568,Not Graduate,543244,Rejected
LID101033,User1033,9194833187,49,137886,714,Graduate,826646,Approved
LID101034,User1034,9849561588,28,90910,544,Not Graduate,576701,Approved
LID101035,User1035,9598517071,25,43567,359,Not Graduate,583793,Approved
LID101036,User1036,9212229475,49,55292,305,Not Graduate,826041,Rejected
LID101037,User1037,9634112064,24,94813,869,Not Graduate,939234,Approved
LID101038,User1038,9824868125,32,117136,706,Not Graduate,183177,Approved
LID101039,User1039,9636664969,22,71631,516,Graduate,249176,Approved
LID101040,User1040,9602956370,47,29885,325,Graduate,440447,Approved
LID101041,User1041,9224424363,51,86314,304,Not Graduate,550850,Rejected
LID101042,User1042,9207023783,56,85087,831,Not Graduate,164897,Approved
LID101043,User1043,9159803883,56,180237,689,Not Graduate,108408,Approved
LID101044,User1044,9446823846,46,115998,870,Graduate,218751,Rejected
LID101045,User1045,9150586006,63,69812,747,Graduate,166908,Approved
LID101046,User1046,9337935259,47,78643,445,Not Graduate,295993,Approved
LID101047,User1047,9675061141,25,64900,687,Graduate,280168,Approved
LID101048,User1048,9222069398,40,194018,548,Not Graduate,654019,Approved
LID101049,User1049,9469556779,31,158923,825,Not Graduate,555421,Approved
LID101050,User1050,9963539101,30,36288,761,Not Graduate,901563,Approved
LID101051,User1051,9261472158,60,92692,312,Graduate,900712,Approved
LID101052,User1052,9616294254,58,158440,683,Not Graduate,852194,Approved
LID101053,User1053,9173549145,26,105436,855,Not Graduate,167798,Approved
LID101054,User1054,9924647042,28,66403,698,Not Graduate,691142,Approved
LID101055,User1055,9768336786,43,111170,318,Graduate,287902,Approved
LID101056,User1056,9570849427,46,29168,874,Graduate,370847,Rejected
LID101057,User1057,9358803742,63,69879,790,Graduate,524650,Approved
LID101058,User1058,9131692838,32,79871,718,Not Graduate,113079,Rejected
LID101059,User1059,9732737406,46,52174,636,Graduate,595865,Approved
LID101060,User1060,9958793203,33,157653,718,Not Graduate,837646,Rejected
LID101061,User1061,9616088793,60,130155,421,Graduate,922771,Rejected
LID101062,User1062,9192148387,38,91853,731,Not Graduate,360258,Approved
LID101063,User1063,9716924721,45,84046,343,Graduate,532450,Approved
LID101064,User1064,9193930545,53,69678,616,Not Graduate,899662,Approved
LID101065,User1065,9625026350,60,46649,680,Graduate,566379,Approved
LID101066,User1066,9137666999,63,147795,444,Graduate,738340,Approved
LID101067,User1067,9384080557,32,108668,626,Graduate,117194,Rejected
LID101068,User1068,9606607184,64,165639,662,Not Graduate,521022,Approved
LID101069,User1069,9643427690,56,109906,349,Graduate,162333,Approved
LID101070,User1070,9655853741,24,116019,364,Graduate,612080,Approved
LID101071,User1071,9468606593,25,98002,654,Graduate,95807,Approved
LID101072,User1072,9814926554,57,48803,463,Graduate,567513,Rejected
LID101073,User1073,9650626467,28,169302,440,Not Graduate,437410,Rejected
LID101074,User1074,9522918220,62,168934,427,Graduate,989805,Approved
LID101075,User1075,9141276260,48,194427,697,Not Graduate,710501,Approved
LID101076,User1076,9906396779,51,182331,762,Not Graduate,559698,Approved
LID101077,User1077,9109849606,29,50795,486,Not Graduate,678580,Rejected
LID101078,User1078,9167351903,49,28770,489,Not Graduate,697272,Approved
LID101079,User1079,9594075339,34,31093,687,Graduate,588065,Approved
LID101080,User1080,9959157540,60,197643,728,Not Graduate,88346,Rejected
LID101081,User1081,9476090085,61,151265,583,Not Graduate,891135,Approved
LID101082,User1082,9311716633,42,120311,536,Not Graduate,669265,Rejected
LID101083,User1083,9114319227,31,37569,493,Not Graduate,359963,Approved
LID101084,User1084,9247653494,43,31190,586,Graduate,995973,Rejected
LID101085,User1085,9378133179,21,82824,435,Graduate,184917,Approved
LID101086,User1086,9815024296,57,193824,470,Not Graduate,946618,Approved
LID101087,User1087,9824745378,41,183399,458,Not Graduate,597578,Approved
LID101088,User1088,9201506691,46,62070,500,Not Graduate,424695,Rejected
LID101089,User1089,9791199993,56,60197,786,Graduate,473915,Approved
LID101090,User1090,9201920380,43,22261,856,Graduate,225324,Approved
LID101091,User1091,9280128594,21,177584,882,Graduate,935114,Approved
LID101092,User1092,9974247751,60,157788,803,Graduate,708653,Approved
LID101093,User1093,9123694825,35,106795,670,Graduate,954449,Approved
LID101094,User1094,9248527300,41,48933,402,Not Graduate,693784,Rejected
LID101095,User1095,9605167359,29,155450,424,Graduate,553150,Approved
LID101096,User1096,9522902495,29,60583,612,Graduate,893521,Approved
LID101097,User1097,9268657171,30,132082,757,Not Graduate,555180,Approved
LID101098,User1098,9340883633,46,105371,529,Graduate,459824,Approved
LID101099,User1099,9430976884,61,180105,496,Graduate,440857,Approved
LID101100,User1100,9735027784,55,175072,722,Graduate,247345,Approved
LID101101,User1101,9644431648,45,131032,871,Not Graduate,853051,Approved
LID101102,User1102,9154044908,46,62604,470,Graduate,652294,Approved
LID101103,User1103,9503309668,31,115074,681,Not Graduate,820759,Rejected
LID101104,User1104,9813597352,58,93869,472,Not Graduate,268980,Approved
LID101105,User1105,9550344194,22,25410,752,Graduate,524869,Approved
LID101106,User1106,9900728450,27,103375,649,Graduate,326923,Rejected
LID101107,User1107,9384012091,38,116055,793,Graduate,494256,Rejected
LID101108,User1108,9331902684,47,157868,303,Graduate,800190,Approved
LID101109,User1109,9368689666,54,106716,392,Not Graduate,499541,Approved
LID101110,User1110,9177771193,47,74245,305,Graduate,559163,Rejected
LID101111,User1111,9863014965,37,63056,587,Not Graduate,858062,Approved
LID101112,User1112,9607212935,63,168781,445,Not Graduate,942007,Approved
LID101113,User1113,9101591694,64,78557,723,Not Graduate,689724,Approved
LID101114,User1114,9962327026,44,37543,756,Not Graduate,717538,Approved
LID101115,User1115,9131468205,45,188490,501,Not Graduate,463151,Approved
LID101116,User1116,9866991193,27,116038,511,Graduate,859216,Rejected
LID101117,User1117,9845133526,26,167796,305,Not Graduate,728387,Approved
LID101118,User1118,9104467876,44,23828,675,Not Graduate,501069,Approved
LID101119,User1119,9648884086,53,136656,746,Graduate,948599,Approved
LID101120,User1120,9920081436,49,37087,405,Graduate,117359,Approved
LID101121,User1121,9844109630,63,163677,700,Not Graduate,253460,Rejected
LID101122,User1122,9587958319,42,51337,395,Not Graduate,915040,Approved
LID101123,User1123,9569042035,46,156554,687,Graduate,327255,Rejected
LID101124,User1124,9418356793,48,85333,751,Not Graduate,213384,Approved
LID101125,User1125,9634885645,41,156535,715,Graduate,834681,Approved
LID101126,User1126,9654866447,27,90448,803,Graduate,336305,Rejected
LID101127,User1127,9282084012,37,24648,753,Not Graduate,955352,Approved
LID101128,User1128,9778414139,40,150576,590,Graduate,941255,Approved
LID101129,User1129,9353824915,61,53623,833,Not Graduate,961446,Rejected
LID101130,User1130,9460373122,40,55634,492,Not Graduate,180466,Approved
LID101131,User1131,9541736630,42,195674,449,Not Graduate,379457,Rejected
LID101132,User1132,9593680138,48,134598,814,Graduate,231446,Rejected
LID101133,User1133,9353285397,60,69334,692,Not Graduate,467230,Approved
LID101134,User1134,9707900091,27,88648,615,Graduate,654596,Approved
LID101135,User1135,9179374999,21,42054,375,Not Graduate,882821,Approved
LID101136,User1136,9590127396,52,90028,898,Not Graduate,815523,Approved
LID101137,User1137,9571642063,33,42207,569,Graduate,461377,Rejected
LID101138,User1138,9113299381,50,101554,524,Not Graduate,682088,Rejected
LID101139,User1139,9482038932,43,172458,829,Not Graduate,450706,Approved
LID101140,User1140,9582164059,39,103276,412,Graduate,431691,Approved
LID101141,User1141,9339895218,52,72781,550,Graduate,812557,Approved
LID101142,User1142,9131325504,50,195271,532,Graduate,74502,Approved
LID101143,User1143,9823073182,49,81035,382,Not Graduate,85757,Rejected
LID101144,User1144,9578385437,49,28210,424,Graduate,877543,Approved
LID101145,User1145,9634058790,50,64363,474,Graduate,672561,Rejected
LID101146,User1146,9476307771,36,98279,368,Not Graduate,632933,Approved
LID101147,User1147,9171746669,60,173504,346,Graduate,946650,Rejected
LID101148,User1148,9371209541,39,154393,555,Not Graduate,371199,Approved
LID101149,User1149,9886304187,38,101348,329,Not Graduate,169815,Approved
LID101150,User1150,9198366648,21,188455,580,Graduate,976502,Approved
LID101151,User1151,9866535301,34,133816,536,Not Graduate,734266,Rejected
LID101152,User1152,9249474228,22,143053,547,Graduate,413170,Approved
LID101153,User1153,9277325728,48,186892,667,Graduate,382336,Approved
LID101154,User1154,9221989034,50,86262,794,Graduate,231549,Approved
LID101155,User1155,9323081914,58,154832,324,Graduate,217973,Approved
LID101156,User1156,9446443284,24,173262,885,Not Graduate,796631,Approved
LID101157,User1157,9654913115,21,87411,789,Not Graduate,102021,Rejected
LID101158,User1158,9591867521,28,43377,793,Graduate,79092,Approved
LID101159,User1159,9885646263,49,197809,613,Graduate,968746,Approved
LID101160,User1160,9632976734,59,58211,674,Not Graduate,418987,Approved
LID101161,User1161,9196224547,23,23744,324,Graduate,707191,Approved
LID101162,User1162,9634473572,52,44995,633,Not Graduate,362865,Approved
LID101163,User1163,9150251532,30,168049,654,Graduate,340655,Approved
LID101164,User1164,9337706657,30,54542,415,Not Graduate,122782,Approved
LID101165,User1165,9968900346,39,30651,347,Not Graduate,933435,Approved
LID101166,User1166,9604880601,54,119239,398,Not Graduate,985806,Rejected
LID101167,User1167,9845474433,53,98931,758,Graduate,892000,Approved
LID101168,User1168,9990934962,43,122112,822,Graduate,970736,Rejected
LID101169,User1169,9677148584,48,36715,896,Graduate,414206,Approved
LID101170,User1170,9181126270,52,195481,704,Graduate,940733,Approved
LID101171,User1171,9604296809,27,175378,513,Graduate,363651,Approved
LID101172,User1172,9237781756,49,170158,802,Not Graduate,698565,Approved
LID101173,User1173,9158858585,28,165448,747,Not Graduate,704287,Rejected
LID101174,User1174,9361569177,21,81350,875,Not Graduate,257580,Rejected
LID101175,User1175,9179773281,23,91425,557,Not Graduate,819032,Approved
LID101176,User1176,9168247585,44,187708,420,Not Graduate,674416,Approved
LID101177,User1177,9837597465,43,106120,353,Not Graduate,322827,Approved
LID101178,User1178,9690617503,28,134889,630,Not Graduate,597952,Approved
LID101179,User1179,9879295669,57,185682,540,Graduate,676652,Approved
LID101180,User1180,9882122001,23,161130,829,Not Graduate,825372,Rejected
LID101181,User1181,9411002290,53,94637,782,Graduate,214244,Rejected
LID101182,User1182,9744841979,48,90194,486,Not Graduate,526857,Rejected
LID101183,User1183,9572237046,28,96917,561,Not Graduate,114340,Rejected
LID101184,User1184,9207115797,54,84200,663,Graduate,661524,Approved
LID101185,User1185,9887157735,55,125848,790,Not Graduate,61017,Approved
LID101186,User1186,9732197362,52,126022,730,Graduate,873045,Approved
LID101187,User1187,9524728878,44,197691,538,Not Graduate,836167,Approved
LID101188,User1188,9934499132,34,168226,603,Graduate,604636,Approved
LID101189,User1189,9395033162,52,170611,597,Not Graduate,459664,Rejected
LID101190,User1190,9714182893,63,80058,375,Graduate,321635,Rejected
LID101191,User1191,9338104274,36,82068,632,Graduate,259720,Rejected
LID101192,User1192,9725090168,24,119932,773,Not Graduate,171070,Rejected
LID101193,User1193,9574578527,57,181445,582,Not Graduate,801917,Rejected
LID101194,User1194,9469117431,41,184226,890,Graduate,895191,Approved
LID101195,User1195,9109687436,34,157103,371,Not Graduate,968472,Rejected
LID101196,User1196,9653526251,51,42785,562,Graduate,312512,Approved
LID101197,User1197,9645110260,38,179741,874,Not Graduate,85010,Approved
LID101198,User1198,9838752075,27,114475,311,Graduate,610139,Rejected
LID101199,User1199,9301796593,30,22282,440,Not Graduate,697049,Rejected
LID101200,User1200,9580582403,27,185696,854,Graduate,993000,Approved
LID101201,User1201,9246532553,53,199510,316,Not Graduate,828928,Approved
LID101202,User1202,9368815226,43,87534,362,Graduate,963584,Approved
LID101203,User1203,9476616320,41,182777,552,Graduate,736296,Approved
LID101204,User1204,9231814674,39,189316,764,Not Graduate,653146,Rejected
LID101205,User1205,9957521864,39,94964,675,Not Graduate,641293,Approved
LID101206,User1206,9589074801,56,188509,819,Graduate,87493,Approved
LID101207,User1207,9367289147,49,139006,389,Graduate,775155,Approved
LID101208,User1208,9662814729,38,70583,474,Graduate,741750,Approved
LID101209,User1209,9299301886,22,58392,375,Graduate,584580,Approved
LID101210,User1210,9844059097,21,27461,699,Not Graduate,928809,Rejected
LID101211,User1211,9421650410,25,120123,370,Graduate,733725,Approved
LID101212,User1212,9177613704,40,30516,479,Graduate,573238,Approved
LID101213,User1213,9654095831,31,168586,423,Graduate,984711,Approved
LID101214,User1214,9809688849,62,141251,680,Not Graduate,151735,Approved
LID101215,User1215,9616327561,22,187340,592,Graduate,597200,Rejected
LID101216,User1216,9363666729,23,187860,494,Not Graduate,130771,Approved
LID101217,User1217,9923072686,43,82493,527,Not Graduate,761932,Rejected
LID101218,User1218,9711233228,32,56027,730,Not Graduate,681581,Approved
LID101219,User1219,9925490298,40,113547,735,Not Graduate,149083,Approved
LID101220,User1220,9144504204,25,193921,760,Not Graduate,687943,Approved
LID101221,User1221,9519502557,57,120127,320,Not Graduate,986780,Approved
LID101222,User1222,9379975595,58,168930,363,Not Graduate,671747,Rejected
LID101223,User1223,9769857410,50,99003,464,Graduate,448750,Approved
LID101224,User1224,9443948221,29,59758,326,Graduate,797365,Approved
LID101225,User1225,9661715668,54,74312,610,Not Graduate,282682,Approved
LID101226,User1226,9263049187,64,88670,584,Graduate,478886,Approved
LID101227,User1227,9849577565,55,102279,580,Graduate,279171,Rejected
LID101228,User1228,9804200156,42,35434,463,Not Graduate,423839,Approved
LID101229,User1229,9967836598,64,198847,523,Graduate,217558,Approved
LID101230,User1230,9323891654,44,95769,445,Not Graduate,346412,Rejected
LID101231,User1231,9107913456,37,86677,329,Graduate,157338,Approved
LID101232,User1232,9894036325,30,103555,344,Not Graduate,524551,Approved
LID101233,User1233,9729992123,50,148379,770,Not Graduate,338480,Approved
LID101234,User1234,9490661652,43,196806,333,Graduate,840073,Rejected
LID101235,User1235,9184704952,52,121665,726,Graduate,137132,Rejected
LID101236,User1236,9303786457,37,191675,520,Not Graduate,345103,Approved
LID101237,User1237,9972160580,37,88803,833,Not Graduate,194378,Approved
LID101238,User1238,9329770616,34,190404,666,Not Graduate,227254,Rejected
LID101239,User1239,9861165656,29,111703,849,Graduate,648411,Approved
LID101240,User1240,9113845210,60,41312,881,Graduate,499542,Approved
LID101241,User1241,9743911417,22,195251,415,Graduate,802255,Approved
LID101242,User1242,9221904925,45,137961,538,Graduate,595786,Rejected
LID101243,User1243,9673381933,59,60379,634,Not Graduate,644486,Approved
LID101244,User1244,9120109374,29,37297,740,Not Graduate,550585,Approved
LID101245,User1245,9575599622,42,22011,447,Not Graduate,77197,Approved
